id,date,store_nbr,item_nbr,unit_sales,onpromotion
734,2024-07-13,2,6,13.84,1
735,2024-07-13,2,7,9.15,0
736,2024-07-13,2,8,14.14,0
737,2024-07-13,2,9,11.86,0
738,2024-07-13,2,10,9.55,0
739,2024-07-13,2,11,5.67,0
740,2024-07-13,2,12,10.01,0
741,2024-07-13,2,13,5.81,0
742,2024-07-13,2,14,5.15,1
743,2024-07-13,3,1,7.71,0
744,2024-07-13,3,2,7.09,0
745,2024-07-13,3,3,7.12,0
746,2024-07-13,3,4,8.99,0
747,2024-07-13,3,5,8.29,0
748,2024-07-13,3,6,11.09,0
749,2024-07-13,3,7,10.3,0
750,2024-07-13,3,8,7.54,0
751,2024-07-13,3,9,10.19,0
752,2024-07-13,3,10,6.65,0
753,2024-07-13,3,11,9.02,0
754,2024-07-13,3,12,11.53,0
755,2024-07-13,3,13,9.26,0
756,2024-07-13,3,14,6.52,0
757,2024-07-15,1,1,15.74,0
758,2024-07-15,1,2,8.85,0
759,2024-07-15,1,3,15.77,0
760,2024-07-15,1,4,11.04,0
761,2024-07-15,1,5,8.24,0
762,2024-07-15,1,6,8.39,0
763,2024-07-15,1,7,11.3,0
764,2024-07-15,1,8,15.04,0
765,2024-07-15,1,9,12.68,0
766,2024-07-15,1,10,10.7,0
767,2024-07-15,1,11,7.08,0
768,2024-07-15,1,12,9.47,0
769,2024-07-15,1,13,11.71,0
770,2024-07-15,1,14,5.84,0
771,2024-07-15,2,1,12.5,0
772,2024-07-15,2,2,7.87,0
773,2024-07-15,2,3,9.66,0
774,2024-07-15,2,4,10.56,0
775,2024-07-15,2,5,12.02,0
776,2024-07-15,2,6,9.15,0
777,2024-07-15,2,7,13.0,0
778,2024-07-15,2,8,9.63,0
779,2024-07-15,2,9,9.65,0
780,2024-07-15,2,10,8.45,0
781,2024-07-15,2,11,8.5,1
782,2024-07-15,2,12,6.75,0
783,2024-07-15,2,13,5.2,0
784,2024-07-15,2,14,4.49,0
785,2024-07-15,3,1,9.41,0
786,2024-07-15,3,2,8.7,0
787,2024-07-15,3,3,13.31,0
788,2024-07-15,3,4,12.15,0
789,2024-07-15,3,5,13.99,0
790,2024-07-15,3,6,10.87,0
791,2024-07-15,3,7,7.65,0
792,2024-07-15,3,8,11.65,1
793,2024-07-15,3,9,11.22,0
794,2024-07-15,3,10,9.43,0
795,2024-07-15,3,11,10.98,1
796,2024-07-15,3,12,9.64,0
797,2024-07-15,3,13,6.13,0
798,2024-07-15,3,14,5.25,0
799,2024-07-17,1,1,11.56,0
800,2024-07-17,1,2,13.87,0
801,2024-07-17,1,3,13.9,0
802,2024-07-17,1,4,8.5,1
803,2024-07-17,1,5,7.67,0
804,2024-07-17,1,6,11.6,0
805,2024-07-17,1,7,7.72,0
806,2024-07-17,1,8,13.15,0
807,2024-07-17,1,9,18.16,1
808,2024-07-17,1,10,6.96,0
809,2024-07-17,1,11,6.43,1
810,2024-07-17,1,12,10.57,0
811,2024-07-17,1,13,7.68,0
812,2024-07-17,1,14,7.15,0
813,2024-07-17,2,1,7.17,0
814,2024-07-17,2,2,7.97,0
815,2024-07-17,2,3,6.2,0
816,2024-07-17,2,4,12.14,1
817,2024-07-17,2,5,6.73,0
818,2024-07-17,2,6,13.27,1
819,2024-07-17,2,7,11.69,1
820,2024-07-17,2,8,11.6,0
821,2024-07-17,2,9,8.53,0
822,2024-07-17,2,10,8.95,0
823,2024-07-17,2,11,10.02,0
824,2024-07-17,2,12,7.28,0
825,2024-07-17,2,13,9.77,1
826,2024-07-17,2,14,3.42,0
827,2024-07-17,3,1,6.29,0
828,2024-07-17,3,2,8.99,0
829,2024-07-17,3,3,8.27,0
830,2024-07-17,3,4,15.01,1
831,2024-07-17,3,5,14.06,0
832,2024-07-17,3,6,14.34,1
833,2024-07-17,3,7,13.03,0
834,2024-07-17,3,8,12.98,0
835,2024-07-17,3,9,9.65,0
836,2024-07-17,3,10,7.08,0
837,2024-07-17,3,11,10.36,0
838,2024-07-17,3,12,10.53,0
839,2024-07-17,3,13,10.27,0
840,2024-07-17,3,14,6.01,0
841,2024-07-19,1,1,12.71,1
842,2024-07-19,1,2,11.1,0
843,2024-07-19,1,3,10.66,0
844,2024-07-19,1,4,10.13,0
845,2024-07-19,1,5,11.34,0
846,2024-07-19,1,6,8.64,1
847,2024-07-19,1,7,13.49,0
848,2024-07-19,1,8,12.89,1
849,2024-07-19,1,9,18.64,1
850,2024-07-19,1,10,10.14,0
851,2024-07-19,1,11,11.2,0
852,2024-07-19,1,12,8.26,0
853,2024-07-19,1,13,5.81,0
854,2024-07-19,1,14,4.67,0
855,2024-07-19,2,1,13.97,1
856,2024-07-19,2,2,7.44,0
857,2024-07-19,2,3,5.47,0
858,2024-07-19,2,4,9.67,1
859,2024-07-19,2,5,6.78,1
860,2024-07-19,2,6,8.64,0
861,2024-07-19,2,7,8.26,1
862,2024-07-19,2,8,14.94,1
863,2024-07-19,2,9,10.48,0
864,2024-07-19,2,10,8.45,0
865,2024-07-19,2,11,4.5,0
866,2024-07-19,2,12,6.22,1
867,2024-07-19,2,13,8.17,0
868,2024-07-19,2,14,4.55,1
869,2024-07-19,3,1,8.83,0
870,2024-07-19,3,2,11.27,0
871,2024-07-19,3,3,12.04,0
872,2024-07-19,3,4,9.62,0
873,2024-07-19,3,5,12.03,0
874,2024-07-19,3,6,13.91,0
875,2024-07-19,3,7,6.29,0
876,2024-07-19,3,8,13.93,0
877,2024-07-19,3,9,14.25,0
878,2024-07-19,3,10,7.48,0
879,2024-07-19,3,11,11.96,1
880,2024-07-19,3,12,4.7,0
881,2024-07-19,3,13,5.6,0
882,2024-07-19,3,14,5.89,0
883,2024-07-23,1,1,10.38,0
884,2024-07-23,1,2,12.04,0
885,2024-07-23,1,3,9.16,0
886,2024-07-23,1,4,11.5,0
887,2024-07-23,1,5,15.35,1
888,2024-07-23,1,6,12.33,0
889,2024-07-23,1,7,14.5,0
890,2024-07-23,1,8,10.86,0
891,2024-07-23,1,9,11.34,1
892,2024-07-23,1,10,8.98,0
893,2024-07-23,1,11,6.72,0
894,2024-07-23,1,12,9.71,0
895,2024-07-23,1,13,5.97,0
896,2024-07-23,1,14,7.72,1
897,2024-07-23,2,1,11.83,0
898,2024-07-23,2,2,12.34,1
899,2024-07-23,2,3,8.8,0
900,2024-07-23,2,4,8.97,0
901,2024-07-23,2,5,5.78,0
902,2024-07-23,2,6,11.08,1
903,2024-07-23,2,7,12.3,0
904,2024-07-23,2,8,7.42,0
905,2024-07-23,2,9,11.2,0
906,2024-07-23,2,10,6.32,0
907,2024-07-23,2,11,7.91,1
908,2024-07-23,2,12,6.02,0
909,2024-07-23,2,13,9.82,0
910,2024-07-23,2,14,8.76,1
911,2024-07-23,3,1,9.6,0
912,2024-07-23,3,2,13.74,1
913,2024-07-23,3,3,7.27,0
914,2024-07-23,3,4,9.62,0
915,2024-07-23,3,5,10.07,0
916,2024-07-23,3,6,11.85,0
917,2024-07-23,3,7,5.79,0
918,2024-07-23,3,8,13.01,0
919,2024-07-23,3,9,14.45,0
920,2024-07-23,3,10,10.73,1
921,2024-07-23,3,11,9.34,1
922,2024-07-23,3,12,11.15,0
923,2024-07-23,3,13,6.04,0
924,2024-07-23,3,14,5.34,0
925,2024-07-25,1,1,18.77,1
926,2024-07-25,1,2,17.02,1
927,2024-07-25,1,3,10.62,0
928,2024-07-25,1,4,9.57,0
929,2024-07-25,1,5,13.65,0
930,2024-07-25,1,6,10.06,1
931,2024-07-25,1,7,8.66,0
932,2024-07-25,1,8,7.54,0
933,2024-07-25,1,9,9.1,0
934,2024-07-25,1,10,6.82,0
935,2024-07-25,1,11,6.26,0
936,2024-07-25,1,12,12.43,1
937,2024-07-25,1,13,10.55,0
938,2024-07-25,1,14,5.15,0
939,2024-07-25,2,1,12.92,1
940,2024-07-25,2,2,10.32,0
941,2024-07-25,2,3,11.41,0
942,2024-07-25,2,4,8.8,1
943,2024-07-25,2,5,12.3,0
944,2024-07-25,2,6,8.52,0
945,2024-07-25,2,7,10.29,0
946,2024-07-25,2,8,6.83,1
947,2024-07-25,2,9,12.34,0
948,2024-07-25,2,10,9.11,0
949,2024-07-25,2,11,4.23,0
950,2024-07-25,2,12,9.05,0
951,2024-07-25,2,13,4.33,0
952,2024-07-25,2,14,3.29,0
953,2024-07-25,3,1,13.85,0
954,2024-07-25,3,2,8.58,0
955,2024-07-25,3,3,13.03,1
956,2024-07-25,3,4,7.81,0
957,2024-07-25,3,5,9.68,0
958,2024-07-25,3,6,13.37,0
959,2024-07-25,3,7,8.39,0
960,2024-07-25,3,8,9.94,0
961,2024-07-25,3,9,7.35,0
962,2024-07-25,3,10,11.47,1
963,2024-07-25,3,11,9.69,0
964,2024-07-25,3,12,12.32,1
965,2024-07-25,3,13,8.41,0
966,2024-07-25,3,14,4.16,0
967,2024-07-27,1,1,10.06,0
968,2024-07-27,1,2,14.93,0
969,2024-07-27,1,3,8.37,0
970,2024-07-27,1,4,19.08,1
971,2024-07-27,1,5,14.91,0
972,2024-07-27,1,6,9.04,0
973,2024-07-27,1,7,15.65,0
974,2024-07-27,1,8,8.3,0
975,2024-07-27,1,9,9.53,0
976,2024-07-27,1,10,8.44,1
977,2024-07-27,1,11,11.69,0
978,2024-07-27,1,12,5.23,0
979,2024-07-27,1,13,12.47,0
980,2024-07-27,1,14,7.47,0
981,2024-07-27,2,1,13.99,0
982,2024-07-27,2,2,7.57,0
983,2024-07-27,2,3,14.56,0
984,2024-07-27,2,4,6.51,0
985,2024-07-27,2,5,12.89,0
986,2024-07-27,2,6,10.84,0
987,2024-07-27,2,7,8.76,0
988,2024-07-27,2,8,13.99,0
989,2024-07-27,2,9,13.03,1
990,2024-07-27,2,10,8.45,0
991,2024-07-27,2,11,10.91,0
992,2024-07-27,2,12,6.23,0
993,2024-07-27,2,13,6.51,0
994,2024-07-27,2,14,3.48,0
995,2024-07-27,3,1,12.73,0
996,2024-07-27,3,2,10.21,1
997,2024-07-27,3,3,8.95,0
998,2024-07-27,3,4,13.17,0
999,2024-07-27,3,5,14.01,0
1000,2024-07-27,3,6,7.57,0
1001,2024-07-27,3,7,13.87,0
1002,2024-07-27,3,8,6.69,0
1003,2024-07-27,3,9,10.5,1
1004,2024-07-27,3,10,7.24,0
1005,2024-07-27,3,11,10.61,1
1006,2024-07-27,3,12,8.63,0
1007,2024-07-27,3,13,9.37,0
1008,2024-07-27,3,14,7.5,0
1009,2024-07-29,1,1,7.72,0
1010,2024-07-29,1,2,13.5,0
1011,2024-07-29,1,3,10.82,1
1012,2024-07-29,1,4,12.2,0
1013,2024-07-29,1,5,7.76,0
1014,2024-07-29,1,6,13.06,0
1015,2024-07-29,1,7,8.81,0
1016,2024-07-29,1,8,7.5,0
1017,2024-07-29,1,9,9.02,0
1018,2024-07-29,1,10,6.0,0
1019,2024-07-29,1,11,6.64,0
1020,2024-07-29,1,12,6.49,0
1021,2024-07-29,1,13,6.54,0
1022,2024-07-29,1,14,7.84,1
1023,2024-07-29,2,1,7.05,0
1024,2024-07-29,2,2,9.59,0
1025,2024-07-29,2,3,11.4,0
1026,2024-07-29,2,4,9.63,0
1027,2024-07-29,2,5,10.29,0
1028,2024-07-29,2,6,10.05,0
1029,2024-07-29,2,7,13.8,1
1030,2024-07-29,2,8,10.85,0
1031,2024-07-29,2,9,16.92,1
1032,2024-07-29,2,10,6.54,0
1033,2024-07-29,2,11,7.47,0
1034,2024-07-29,2,12,5.74,0
1035,2024-07-29,2,13,9.96,0
1036,2024-07-29,2,14,4.3,0
1037,2024-07-29,3,1,10.36,0
1038,2024-07-29,3,2,9.63,0
1039,2024-07-29,3,3,9.79,0
1040,2024-07-29,3,4,14.16,0
1041,2024-07-29,3,5,10.92,0
1042,2024-07-29,3,6,9.06,0
1043,2024-07-29,3,7,10.14,1
1044,2024-07-29,3,8,10.0,1
1045,2024-07-29,3,9,10.91,0
1046,2024-07-29,3,10,6.41,0
1047,2024-07-29,3,11,11.98,1
1048,2024-07-29,3,12,8.97,0
1049,2024-07-29,3,13,6.55,1
1050,2024-07-29,3,14,7.88,1
1051,2024-07-31,1,1,14.57,0
1052,2024-07-31,1,2,10.78,0
1053,2024-07-31,1,3,8.63,0
1054,2024-07-31,1,4,14.43,0
1055,2024-07-31,1,5,13.78,0
1056,2024-07-31,1,6,13.48,1
1057,2024-07-31,1,7,14.44,0
1058,2024-07-31,1,8,14.1,0
1059,2024-07-31,1,9,7.88,0
1060,2024-07-31,1,10,7.18,0
1061,2024-07-31,1,11,9.91,1
1062,2024-07-31,1,12,7.35,0
1063,2024-07-31,1,13,6.69,0
1064,2024-07-31,1,14,3.61,0
1065,2024-07-31,2,1,11.26,0
1066,2024-07-31,2,2,6.57,0
1067,2024-07-31,2,3,13.51,0
1068,2024-07-31,2,4,7.2,0
1069,2024-07-31,2,5,7.24,1
1070,2024-07-31,2,6,11.82,0
1071,2024-07-31,2,7,10.67,0
1072,2024-07-31,2,8,8.06,0
1073,2024-07-31,2,9,10.18,0
1074,2024-07-31,2,10,5.95,0
1075,2024-07-31,2,11,10.06,1
1076,2024-07-31,2,12,6.76,0
1077,2024-07-31,2,13,8.59,0
1078,2024-07-31,2,14,5.41,1
1079,2024-07-31,3,1,7.28,0
1080,2024-07-31,3,2,8.1,0
1081,2024-07-31,3,3,13.16,0
1082,2024-07-31,3,4,13.57,0
1083,2024-07-31,3,5,11.92,0
1084,2024-07-31,3,6,11.43,0
1085,2024-07-31,3,7,14.06,0
1086,2024-07-31,3,8,6.85,0
1087,2024-07-31,3,9,10.96,0
1088,2024-07-31,3,10,8.52,0
1089,2024-07-31,3,11,9.74,0
1090,2024-07-31,3,12,9.1,0
1091,2024-07-31,3,13,5.85,0
1092,2024-07-31,3,14,6.43,0
1093,2024-08-02,1,1,10.51,1
1094,2024-08-02,1,2,10.2,0
1095,2024-08-02,1,3,10.25,0
1096,2024-08-02,1,4,9.59,0
1097,2024-08-02,1,5,12.16,0
1098,2024-08-02,1,6,7.39,0
1099,2024-08-02,1,7,12.33,0
1100,2024-08-02,1,8,7.36,0
1101,2024-08-02,1,9,8.68,0
1102,2024-08-02,1,10,12.42,0
1103,2024-08-02,1,11,7.49,0
1104,2024-08-02,1,12,9.09,0
1105,2024-08-02,1,13,10.37,0
1106,2024-08-02,1,14,4.42,0
1107,2024-08-02,2,1,10.13,0
1108,2024-08-02,2,2,11.08,0
1109,2024-08-02,2,3,13.89,0
1110,2024-08-02,2,4,11.11,1
1111,2024-08-02,2,5,8.91,0
1112,2024-08-02,2,6,10.95,0
1113,2024-08-02,2,7,11.63,0
1114,2024-08-02,2,8,11.14,0
1115,2024-08-02,2,9,12.72,0
1116,2024-08-02,2,10,8.64,0
1117,2024-08-02,2,11,10.48,0
1118,2024-08-02,2,12,6.78,0
1119,2024-08-02,2,13,10.83,0
1120,2024-08-02,2,14,6.94,1
1121,2024-08-02,3,1,12.57,0
1122,2024-08-02,3,2,14.33,1
1123,2024-08-02,3,3,16.84,1
1124,2024-08-02,3,4,15.69,0
1125,2024-08-02,3,5,12.89,0
1126,2024-08-02,3,6,9.86,0
1127,2024-08-02,3,7,11.02,0
1128,2024-08-02,3,8,9.71,0
1129,2024-08-02,3,9,14.54,1
1130,2024-08-02,3,10,13.1,1
1131,2024-08-02,3,11,11.64,1
1132,2024-08-02,3,12,6.31,0
1133,2024-08-02,3,13,6.23,0
1134,2024-08-02,3,14,5.36,1
1135,2024-08-06,1,1,12.27,0
1136,2024-08-06,1,2,8.35,0
1137,2024-08-06,1,3,19.55,1
1138,2024-08-06,1,4,7.43,0
1139,2024-08-06,1,5,14.46,0
1140,2024-08-06,1,6,16.92,0
1141,2024-08-06,1,7,14.29,1
1142,2024-08-06,1,8,10.17,0
1143,2024-08-06,1,9,10.19,0
1144,2024-08-06,1,10,5.51,0
1145,2024-08-06,1,11,10.4,0
1146,2024-08-06,1,12,10.29,0
1147,2024-08-06,1,13,6.2,0
1148,2024-08-06,1,14,7.93,0
1149,2024-08-06,2,1,9.8,0
1150,2024-08-06,2,2,14.28,1
1151,2024-08-06,2,3,12.92,0
1152,2024-08-06,2,4,9.95,0
1153,2024-08-06,2,5,12.53,0
1154,2024-08-06,2,6,10.51,1
1155,2024-08-06,2,7,14.9,1
1156,2024-08-06,2,8,14.99,1
1157,2024-08-06,2,9,9.85,0
1158,2024-08-06,2,10,9.01,0
1159,2024-08-06,2,11,8.72,0
1160,2024-08-06,2,12,8.39,0
1161,2024-08-06,2,13,7.72,0
1162,2024-08-06,2,14,3.86,0
1163,2024-08-06,3,1,11.61,0
1164,2024-08-06,3,2,18.78,1
1165,2024-08-06,3,3,12.58,0
1166,2024-08-06,3,4,17.76,1
1167,2024-08-06,3,5,12.96,1
1168,2024-08-06,3,6,9.73,0
1169,2024-08-06,3,7,10.02,0
1170,2024-08-06,3,8,10.9,0
1171,2024-08-06,3,9,10.77,0
1172,2024-08-06,3,10,5.92,0
1173,2024-08-06,3,11,8.69,0
1174,2024-08-06,3,12,8.87,0
1175,2024-08-06,3,13,8.35,0
1176,2024-08-06,3,14,6.64,1
1177,2024-08-08,1,1,8.73,0
1178,2024-08-08,1,2,11.92,0
1179,2024-08-08,1,3,14.71,0
1180,2024-08-08,1,4,11.03,0
1181,2024-08-08,1,5,16.3,0
1182,2024-08-08,1,6,8.23,0
1183,2024-08-08,1,7,10.06,1
1184,2024-08-08,1,8,12.28,0
1185,2024-08-08,1,9,15.7,0
1186,2024-08-08,1,10,13.09,1
1187,2024-08-08,1,11,9.24,0
1188,2024-08-08,1,12,10.54,0
1189,2024-08-08,1,13,10.4,0
1190,2024-08-08,1,14,7.28,1
1191,2024-08-08,2,1,14.06,0
1192,2024-08-08,2,2,13.15,0
1193,2024-08-08,2,3,10.81,0
1194,2024-08-08,2,4,10.76,0
1195,2024-08-08,2,5,9.19,0
1196,2024-08-08,2,6,13.27,0
1197,2024-08-08,2,7,17.42,1
1198,2024-08-08,2,8,9.39,0
1199,2024-08-08,2,9,11.99,0
1200,2024-08-08,2,10,9.69,0
1201,2024-08-08,2,11,8.67,0
1202,2024-08-08,2,12,7.37,0
1203,2024-08-08,2,13,9.86,0
1204,2024-08-08,2,14,4.87,0
1205,2024-08-08,3,1,7.13,0
1206,2024-08-08,3,2,12.7,0
1207,2024-08-08,3,3,13.16,0
1208,2024-08-08,3,4,13.12,0
1209,2024-08-08,3,5,7.15,0
1210,2024-08-08,3,6,13.55,0
1211,2024-08-08,3,7,8.95,0
1212,2024-08-08,3,8,9.99,0
1213,2024-08-08,3,9,6.85,0
1214,2024-08-08,3,10,9.44,0
1215,2024-08-08,3,11,9.33,0
1216,2024-08-08,3,12,9.9,0
1217,2024-08-08,3,13,9.61,0
1218,2024-08-08,3,14,7.23,0
1219,2024-08-10,1,1,14.13,0
1220,2024-08-10,1,2,16.2,0
1221,2024-08-10,1,3,17.35,0
1222,2024-08-10,1,4,15.48,0
1223,2024-08-10,1,5,14.5,0
1224,2024-08-10,1,6,8.52,0
1225,2024-08-10,1,7,10.17,0
1226,2024-08-10,1,8,12.98,0
1227,2024-08-10,1,9,8.96,0
1228,2024-08-10,1,10,11.37,0
1229,2024-08-10,1,11,7.09,0
1230,2024-08-10,1,12,10.96,0
1231,2024-08-10,1,13,9.4,0
1232,2024-08-10,1,14,5.43,0
1233,2024-08-10,2,1,8.92,0
1234,2024-08-10,2,2,14.16,1
1235,2024-08-10,2,3,8.82,0
1236,2024-08-10,2,4,9.13,0
1237,2024-08-10,2,5,12.43,0
1238,2024-08-10,2,6,6.79,0
1239,2024-08-10,2,7,11.3,0
1240,2024-08-10,2,8,14.95,0
1241,2024-08-10,2,9,10.65,0
1242,2024-08-10,2,10,8.08,0
1243,2024-08-10,2,11,11.4,0
1244,2024-08-10,2,12,9.13,1
1245,2024-08-10,2,13,11.31,0
1246,2024-08-10,2,14,4.68,0
1247,2024-08-10,3,1,12.42,0
1248,2024-08-10,3,2,14.49,0
1249,2024-08-10,3,3,11.65,0
1250,2024-08-10,3,4,16.78,0
1251,2024-08-10,3,5,14.04,0
1252,2024-08-10,3,6,11.19,0
1253,2024-08-10,3,7,8.8,0
1254,2024-08-10,3,8,12.89,0
1255,2024-08-10,3,9,9.05,0
1256,2024-08-10,3,10,5.92,0
1257,2024-08-10,3,11,8.72,0
1258,2024-08-10,3,12,8.98,0
1259,2024-08-10,3,13,6.08,0
1260,2024-08-10,3,14,5.87,1
1261,2024-08-12,1,1,14.08,0
1262,2024-08-12,1,2,11.94,0
1263,2024-08-12,1,3,7.82,0
1264,2024-08-12,1,4,20.38,1
1265,2024-08-12,1,5,14.47,0
1266,2024-08-12,1,6,10.32,0
1267,2024-08-12,1,7,14.72,1
1268,2024-08-12,1,8,12.84,0
1269,2024-08-12,1,9,16.01,0
1270,2024-08-12,1,10,8.66,0
1271,2024-08-12,1,11,9.76,0
1272,2024-08-12,1,12,11.39,0
1273,2024-08-12,1,13,7.01,0
1274,2024-08-12,1,14,7.14,0
1275,2024-08-12,2,1,11.39,1
1276,2024-08-12,2,2,6.79,0
1277,2024-08-12,2,3,9.97,0
1278,2024-08-12,2,4,7.17,0
1279,2024-08-12,2,5,13.24,0
1280,2024-08-12,2,6,9.11,0
1281,2024-08-12,2,7,10.45,0
1282,2024-08-12,2,8,6.49,0
1283,2024-08-12,2,9,7.89,0
1284,2024-08-12,2,10,4.88,0
1285,2024-08-12,2,11,9.5,0
1286,2024-08-12,2,12,8.08,0
1287,2024-08-12,2,13,10.61,1
1288,2024-08-12,2,14,4.43,0
1289,2024-08-12,3,1,17.17,1
1290,2024-08-12,3,2,13.14,1
1291,2024-08-12,3,3,10.95,0
1292,2024-08-12,3,4,11.62,0
1293,2024-08-12,3,5,14.26,0
1294,2024-08-12,3,6,8.56,0
1295,2024-08-12,3,7,12.67,0
1296,2024-08-12,3,8,10.45,0
1297,2024-08-12,3,9,12.73,0
1298,2024-08-12,3,10,5.19,0
1299,2024-08-12,3,11,8.28,0
1300,2024-08-12,3,12,12.23,0
1301,2024-08-12,3,13,7.77,0
1302,2024-08-12,3,14,3.78,0
1303,2024-08-14,1,1,7.9,0
1304,2024-08-14,1,2,12.76,0
1305,2024-08-14,1,3,8.09,0
1306,2024-08-14,1,4,12.15,0
1307,2024-08-14,1,5,15.16,0
1308,2024-08-14,1,6,14.1,0
1309,2024-08-14,1,7,13.78,0
1310,2024-08-14,1,8,15.39,0
1311,2024-08-14,1,9,10.98,0
1312,2024-08-14,1,10,9.32,0
1313,2024-08-14,1,11,6.5,0
1314,2024-08-14,1,12,7.1,0
1315,2024-08-14,1,13,7.96,0
1316,2024-08-14,1,14,7.25,0
1317,2024-08-14,2,1,9.71,0
1318,2024-08-14,2,2,15.56,1
1319,2024-08-14,2,3,6.21,0
1320,2024-08-14,2,4,6.31,0
1321,2024-08-14,2,5,6.56,0
1322,2024-08-14,2,6,11.33,0
1323,2024-08-14,2,7,6.13,0
1324,2024-08-14,2,8,6.1,0
1325,2024-08-14,2,9,14.43,0
1326,2024-08-14,2,10,8.04,0
1327,2024-08-14,2,11,9.92,0
1328,2024-08-14,2,12,9.69,0
1329,2024-08-14,2,13,7.06,0
1330,2024-08-14,2,14,3.31,0
1331,2024-08-14,3,1,16.07,1
1332,2024-08-14,3,2,7.3,0
1333,2024-08-14,3,3,12.64,0
1334,2024-08-14,3,4,7.71,0
1335,2024-08-14,3,5,6.86,0
1336,2024-08-14,3,6,12.61,0
1337,2024-08-14,3,7,10.89,0
1338,2024-08-14,3,8,8.57,0
1339,2024-08-14,3,9,12.81,0
1340,2024-08-14,3,10,10.25,0
1341,2024-08-14,3,11,5.87,0
1342,2024-08-14,3,12,10.85,0
1343,2024-08-14,3,13,10.27,0
1344,2024-08-14,3,14,6.83,0
1345,2024-08-16,1,1,9.06,0
1346,2024-08-16,1,2,10.27,0
1347,2024-08-16,1,3,8.46,0
1348,2024-08-16,1,4,10.95,0
1349,2024-08-16,1,5,9.49,0
1350,2024-08-16,1,6,13.96,0
1351,2024-08-16,1,7,10.39,0
1352,2024-08-16,1,8,10.38,0
1353,2024-08-16,1,9,14.71,0
1354,2024-08-16,1,10,8.04,0
1355,2024-08-16,1,11,6.68,0
1356,2024-08-16,1,12,9.86,0
1357,2024-08-16,1,13,13.42,1
1358,2024-08-16,1,14,6.16,1
1359,2024-08-16,2,1,13.51,0
1360,2024-08-16,2,2,8.21,1
1361,2024-08-16,2,3,9.94,0
1362,2024-08-16,2,4,11.86,0
1363,2024-08-16,2,5,14.14,0
1364,2024-08-16,2,6,7.12,0
1365,2024-08-16,2,7,12.65,0
1366,2024-08-16,2,8,10.46,0
1367,2024-08-16,2,9,9.43,1
1368,2024-08-16,2,10,5.64,0
1369,2024-08-16,2,11,9.06,0
1370,2024-08-16,2,12,8.16,0
1371,2024-08-16,2,13,5.36,0
1372,2024-08-16,2,14,7.01,0
1373,2024-08-16,3,1,14.69,0
1374,2024-08-16,3,2,15.19,0
1375,2024-08-16,3,3,10.25,1
1376,2024-08-16,3,4,9.15,0
1377,2024-08-16,3,5,14.4,0
1378,2024-08-16,3,6,11.17,0
1379,2024-08-16,3,7,14.04,0
1380,2024-08-16,3,8,14.45,0
1381,2024-08-16,3,9,12.43,1
1382,2024-08-16,3,10,5.24,0
1383,2024-08-16,3,11,11.14,0
1384,2024-08-16,3,12,10.73,0
1385,2024-08-16,3,13,6.13,1
1386,2024-08-16,3,14,5.82,0
1387,2024-08-20,1,1,8.45,0
1388,2024-08-20,1,2,15.55,0
1389,2024-08-20,1,3,15.84,0
1390,2024-08-20,1,4,8.12,0
1391,2024-08-20,1,5,15.67,0
1392,2024-08-20,1,6,13.46,0
1393,2024-08-20,1,7,8.88,0
1394,2024-08-20,1,8,12.73,0
1395,2024-08-20,1,9,12.95,0
1396,2024-08-20,1,10,9.1,0
1397,2024-08-20,1,11,12.25,0
1398,2024-08-20,1,12,11.57,0
1399,2024-08-20,1,13,6.85,0
1400,2024-08-20,1,14,5.82,0
1401,2024-08-20,2,1,9.62,0
1402,2024-08-20,2,2,14.56,0
1403,2024-08-20,2,3,9.85,0
1404,2024-08-20,2,4,10.79,0
1405,2024-08-20,2,5,11.08,0
1406,2024-08-20,2,6,10.6,0
1407,2024-08-20,2,7,8.76,0
1408,2024-08-20,2,8,9.16,0
1409,2024-08-20,2,9,8.51,0
1410,2024-08-20,2,10,7.48,1
1411,2024-08-20,2,11,6.29,0
1412,2024-08-20,2,12,6.01,0
1413,2024-08-20,2,13,5.61,0
1414,2024-08-20,2,14,6.83,0
1415,2024-08-20,3,1,10.79,0
1416,2024-08-20,3,2,10.47,0
1417,2024-08-20,3,3,9.86,0
1418,2024-08-20,3,4,10.43,0
1419,2024-08-20,3,5,10.13,0
1420,2024-08-20,3,6,14.94,0
1421,2024-08-20,3,7,7.38,0
1422,2024-08-20,3,8,8.89,0
1423,2024-08-20,3,9,12.49,0
1424,2024-08-20,3,10,10.0,0
1425,2024-08-20,3,11,10.01,0
1426,2024-08-20,3,12,10.37,1
1427,2024-08-20,3,13,6.11,0
1428,2024-08-20,3,14,5.29,0
1429,2024-08-22,1,1,8.07,0
1430,2024-08-22,1,2,10.3,0
1431,2024-08-22,1,3,13.32,0
1432,2024-08-22,1,4,11.22,0
1433,2024-08-22,1,5,19.44,1
1434,2024-08-22,1,6,14.35,0
1435,2024-08-22,1,7,16.17,0
1436,2024-08-22,1,8,9.59,1
1437,2024-08-22,1,9,15.53,0
1438,2024-08-22,1,10,13.04,1
1439,2024-08-22,1,11,7.7,0
1440,2024-08-22,1,12,8.23,0
1441,2024-08-22,1,13,7.26,0
1442,2024-08-22,1,14,3.55,0
1443,2024-08-22,2,1,12.88,0
1444,2024-08-22,2,2,11.04,0
